age,infection,class
8.533275176467347,90.43662865924091,Elderly
9.442842641697984,72.34881728337666,Elderly
10.352582039722954,56.155017569906704,Elderly
11.381386125916286,47.956652802686335,Elderly
12.292217297185285,43.78982714541917,Elderly
13.085006780412215,42.896935933147574,Elderly
14.005231213345045,40.81352310451405,Elderly
14.90642841703814,31.91166829126155,Elderly
15.786058084455199,26.229633304079016,Elderly
16.718381332607166,18.011727146690987,Elderly
17.638332201360566,12.914731317448059,Elderly
18.383643917141555,10.45522188728205,Elderly
19.460472517066812,9.846432424369596,Elderly
20.37162176400533,9.183528342531645,Elderly
21.448428258285603,8.331223094454344,Elderly
22.35947434554752,6.5319120151798415,Elderly
23.229209280650597,5.916358224901728,Elderly
24.504694434752597,3.6246041134047573,Elderly
25.424485883598365,6.910714347658654,Elderly
