age,infection,class
31.104784756485067,0.046413852062642036,Elderly
32.08472933600072,0.046413852062642036,Elderly
32.87144540687949,0.01375668295671062,Elderly
33.90659813171997,0.18891786270663147,Elderly
34.983156965554066,0.046413852062642036,Elderly
35.89409136341369,0.1414165258253206,Elderly
36.80502576127331,0.3076712049100081,Elderly
37.71596015913293,0.23641919958799917,Elderly
38.654498629654974,0.1915568258667122,Elderly
39.53782895485218,0.23641919958799917,Elderly
40.4487633527118,0.21266853114732953,Elderly
41.33603711686078,0.27034872593182513,Elderly
42.27063214843105,0.33142187335067774,Elderly
43.181566546290675,0.8301859106047118,Elderly
44.092500944150295,0.3789232102319886,Elderly
45.003435342009915,0.23641919958799917,Elderly
45.91436973986954,-0.45235018519139203,Elderly
46.918467882964805,-0.1495291625728612,Elderly
47.73623853558879,-0.2623448376660349,Elderly
48.64717293344841,0.28392053646931004,Elderly
49.58176796501868,0.4569611208227684,Elderly
50.46904172916766,0.33142187335067774,Elderly
51.37997612702728,0.6639312315200243,Elderly
51.918255543944326,0.3076712049100081,Elderly
