d,EPU,monetary,fiscal,tax,spending,health,security,entitlement,regulation,fin-reg,trade,debt
01/09/1988,84.65760515,69.61300727,74.19760232,65.44039824,87.51070655,55.67383578,70.96549506,60.95173696,106.6530412,32.88425356,94.9443786,36.48576567
01/10/1988,103.5883436,103.5281234,77.7886256,72.25786504,100.9749523,52.19476905,108.5366026,56.26373253,122.3385964,197.3075929,59.34085966,72.97229749
01/11/1988,123.3561654,176.5998965,159.9051309,143.2302806,281.5105119,70.98295565,110.7043242,114.7748933,70.38983213,50.31206805,205.7885052,186.0742986
01/12/1988,87.84960145,109.4703201,98.70414491,82.17167841,138.8017863,47.83184353,83.86765931,24.78879091,63.02176091,34.77207392,100.3949488,192.9017088
01/01/1989,109.6531363,94.2344387,144.2618038,130.7566554,186.5782438,119.4066124,108.355994,132.0156205,146.2860137,188.0762487,104.426778,128.4150913
01/02/1989,71.73418347,60.87680535,79.42459691,77.91493754,77.56257024,32.0741756,61.56624117,30.25276788,98.30997485,166.7151313,43.75861845,33.63162142
01/03/1989,70.52105889,47.02287394,55.41095251,57.68328781,40.30403634,36.11136908,41.65601958,22.45760427,95.15845097,65.6292494,66.32034088,0
01/04/1989,82.52077727,67.46421329,72.7645322,69.45223495,80.20024228,22.87236055,99.4686339,57.78615965,92.78690052,189.1367266,68.26013605,89.9362053
01/05/1989,86.19914673,78.50502951,65.07528783,67.59357066,48.44727457,38.95544773,90.13035522,37.49313341,82.77844613,105.1857681,113.8857847,145.8822564
01/06/1989,98.90107854,119.2715561,45.41319858,39.36396333,63.86188838,40.18697115,75.76124001,58.01764163,85.39537397,108.5110729,48.95255362,120.3953002
01/07/1989,114.1515981,103.3323757,75.39310235,69.63982314,65.90485232,20.73628314,124.3850178,27.94103484,117.5029354,97.98458227,90.93341301,62.12339379
01/08/1989,69.97617522,74.32218322,67.41705334,55.6541039,87.93470573,31.24973512,80.09191386,49.76323215,71.70919581,120.8155947,96.89508842,0
01/09/1989,58.85446283,51.41551878,35.45692525,35.90501097,38.78075566,31.50099239,51.53353848,23.15231239,33.5612454,0,58.60449245,30.02782345
01/10/1989,93.83407771,95.28586004,78.48763855,75.89832402,87.27128868,31.84322438,79.58715013,57.20939385,110.0415726,238.2408463,63.35515227,111.2981859
01/11/1989,95.64348876,67.41013119,59.95354149,51.48776971,80.41792073,37.54589842,117.4341703,32.52284634,87.03624206,25.34494143,73.17665614,56.24148302
01/12/1989,101.4528656,91.16194797,91.19547592,74.05028896,114.5999403,36.67091719,135.3647437,26.60651743,68.66024514,53.31694324,125.0748182,29.57813067
01/01/1990,120.5905183,128.5026555,117.2429379,93.09087302,172.365964,105.8838192,144.0674429,86.99560693,123.3913671,61.01583747,88.0833552,54.15867614
01/02/1990,125.6575476,75.27427802,95.32908048,83.04745906,97.2560477,67.93572593,140.1825066,84.21658377,146.9848683,51.36236754,55.61059863,28.4938094
01/03/1990,84.91120659,55.47670121,66.30389519,63.55954734,63.67557601,32.91441994,93.07633283,53.85408656,103.85261,155.5295935,80.18742695,49.30380861
01/04/1990,101.5632279,49.94817243,75.14428669,63.27374879,84.99620268,26.12364682,78.35035459,38.40023986,196.9663836,100.9974617,56.70054933,124.5097686
01/05/1990,93.54481519,58.80464702,72.54406101,62.88087708,102.0144115,25.21968751,118.2721865,30.89289359,80.60737684,97.50263588,265.8728806,48.08053757
01/06/1990,98.32611617,58.90157454,68.28670424,61.8597998,90.24275135,16.74515145,97.57467443,19.33988391,90.57398912,124.3399121,269.2483731,50.16644643
01/07/1990,102.2968645,77.43656602,99.78002683,77.62905606,159.7078287,66.04341409,123.0914522,60.38605498,91.43302861,111.4546816,120.6732061,49.4645182
01/08/1990,167.8614839,197.2008588,146.0516102,130.4804756,183.7643804,40.23075964,284.2226911,27.10440075,181.3390778,211.2236557,30.4925558,0
01/09/1990,177.4692697,162.9438183,207.7235338,177.9198855,365.6775538,100.6624349,236.1591319,108.509807,231.908103,517.9380636,99.18508685,46.9112728
01/10/1990,178.329763,170.2558524,266.3490965,224.762562,451.8392307,206.9253896,235.9558748,298.145141,118.2049183,145.2146719,62.89020714,42.96498916
01/11/1990,186.2974898,178.2024015,202.5288486,179.2678307,245.8742251,65.66542677,289.6990577,62.79272504,103.1174115,130.1203614,122.8208523,266.5315509
01/12/1990,153.601721,145.6718953,135.6487099,120.0944788,148.2436816,78.88213252,269.0300754,51.62631091,146.2871774,372.7395479,138.3665816,47.26426378
01/01/1991,271.8324093,343.66884,271.2848413,241.6227415,334.9200618,151.6105757,758.2634099,113.1861288,201.3202405,580.8658692,97.83042065,0
01/02/1991,153.9738099,172.3233033,158.3834514,153.4117554,378.7405325,391.5480853,234.8671419,527.590148,352.9785136,273.3207576,128.9939869,0
01/03/1991,122.1363771,176.3829734,78.83839855,73.55461459,76.45914837,27.66564627,298.7104962,47.9288338,112.2319475,261.4554185,148.2803399,0
01/04/1991,111.1681082,117.5936527,68.09060519,68.58819743,44.34819314,39.5958955,133.7573034,50.5452846,86.42065738,128.0167366,78.18750623,21.85188326
01/05/1991,79.57537906,52.78300005,60.36921666,67.19264358,35.12840681,48.42175313,93.18739061,29.90429204,54.56494071,66.73507281,103.221136,21.15541604
01/06/1991,84.9416968,48.23958314,67.62559361,62.80454024,62.02034506,72.6666534,89.7411108,60.47656418,69.36204815,90.89198395,87.47533142,0
01/07/1991,109.7069054,96.67242759,92.06665376,89.78062775,84.93092671,102.7937152,102.7667141,80.79694297,129.3490649,141.6707497,94.95476986,112.2761812
01/08/1991,102.425411,82.48524316,69.30375333,57.41965408,82.69143182,34.60218008,130.6397909,35.65409895,66.05720695,86.56132213,48.59601849,42.6851527
01/09/1991,117.1181443,96.21957091,72.3093718,64.60868743,79.75245645,68.02073748,106.3317609,72.21248942,111.4915138,126.6186211,56.24261324,0
01/10/1991,112.0872265,111.7930834,101.2519037,108.6067938,70.26769921,61.17379655,113.5240324,82.42842601,146.4864813,316.1624815,84.76311655,40.0901568
01/11/1991,172.5034415,201.0340978,208.7442158,216.5442795,167.1843492,186.9060827,143.4579454,192.2695049,143.1300238,180.4350561,116.5299382,0
01/12/1991,185.4754762,160.0887572,167.8428631,173.1553553,156.0009861,111.0083908,239.9664149,146.755658,156.7188353,267.220968,207.1696077,65.88605364
01/01/1992,162.1154695,160.1280451,213.3596823,222.9367728,189.1940888,193.6162317,206.2063781,189.0103598,119.3311032,84.02045482,134.7701747,20.71609961
01/02/1992,169.7040451,160.0204103,180.2424386,185.7795365,158.9180639,153.8938317,165.9121887,126.0995625,127.4857289,98.26895199,99.30374725,43.6125813
01/03/1992,125.4098384,95.02530672,122.9614518,124.1121497,103.9272241,109.2940865,141.1190136,119.8112124,131.9273715,78.77964029,164.2729699,0
01/04/1992,95.18696839,71.47795214,76.15170365,76.28309772,70.16085804,59.17200809,96.17696285,87.44703801,96.36200028,81.17530979,97.65488686,120.0876006
01/05/1992,93.57783044,48.04074435,93.99875003,89.11268243,86.89075272,80.27278135,73.37297914,72.10885915,89.59536223,90.31208146,117.3382573,0
01/06/1992,119.8197537,86.18208484,89.49097872,74.65604858,114.9458221,77.85600462,129.0431553,69.01763886,94.19803816,58.0880233,167.7134397,21.48329141
01/07/1992,134.573995,173.24168,118.9170001,111.0557693,126.3916883,100.5121313,110.9362454,67.71736629,108.7333813,85.49049235,116.5589179,21.07855235
01/08/1992,151.883382,141.7331091,174.9034345,176.5036348,199.4763928,174.1874467,180.1465785,121.4008387,128.1501488,66.22507697,286.8104685,167.9499546
01/09/1992,155.7167824,195.9262274,151.8856398,149.6481953,209.7393409,151.1855598,145.5773164,91.13542219,141.672963,75.19925504,284.9667036,1439.256217
01/10/1992,188.747608,195.2484823,222.4133667,204.8735013,280.5964373,205.0920368,197.279964,126.9718853,154.9073174,104.7692648,422.2296527,368.1050058
01/11/1992,154.9961944,117.032596,166.9908661,159.6783994,205.5935704,226.195697,183.6382564,118.2361926,128.3253257,101.3551606,312.58801,122.6789085
01/12/1992,100.6536007,57.60823272,85.90504356,79.65715027,95.51878479,112.3026295,95.23858677,60.00692057,101.2402224,73.19455079,132.0809048,182.724484
01/01/1993,112.0049902,55.15993945,134.7219358,134.6690177,144.8746535,195.8579923,132.4573693,129.3667606,103.8617276,18.14671228,196.476444,60.40246807
01/02/1993,113.3260729,101.6173094,164.7640107,176.6141057,201.3913876,187.9879176,73.96290868,157.9743419,171.2923658,85.96394333,117.2044275,148.3670056
01/03/1993,134.0039309,82.28641241,130.7955504,124.2881423,130.7559434,182.0391789,132.9798271,157.8586642,138.1101463,102.200159,135.2428403,113.3932095
01/04/1993,115.8018665,55.47373622,114.1436666,124.1901789,91.97962897,182.7220134,100.6571116,113.0547679,117.65923,26.43095664,127.1870517,39.10093073
01/05/1993,153.300492,105.5729077,209.2150389,224.7830195,197.3122804,367.900842,122.3586265,225.7765395,310.3161524,34.42438853,260.901641,95.48644392
01/06/1993,131.5552888,137.5609197,159.7299217,169.023802,86.46410887,264.2775461,107.2374166,151.8661291,141.8958002,55.09338272,192.2062312,81.50301069
01/07/1993,118.8922253,132.8890062,154.4342188,157.1377313,155.9181326,199.5694209,98.99112672,74.98428045,124.5536101,45.33749214,386.1542131,321.9385203
01/08/1993,143.3253918,145.9587308,176.7992846,186.5483655,170.6411705,231.4216697,76.23530691,240.2611869,131.6734099,35.85345516,608.1632227,218.7908625
01/09/1993,124.841129,40.26895825,107.3519577,107.6508211,94.01269482,211.2053527,119.9630263,158.6640732,124.6870535,88.31883024,427.1194886,78.3932684
01/10/1993,80.60397416,56.89054078,57.51690534,58.62695605,45.97538031,137.309153,68.63654284,56.92823245,74.58747559,8.318245171,354.2460408,18.45853326
01/11/1993,100.2657783,57.2033482,64.56006607,65.5377634,46.74181808,152.4015642,88.07239806,82.64205053,92.15129163,35.12872558,1020.585881,19.48802711
01/12/1993,87.490977,38.65647553,65.11004813,66.25293669,49.78041163,102.9275886,106.9430741,74.29791022,61.30680178,17.37003118,488.9748047,19.27241213
01/01/1994,91.35413463,63.95991106,86.41476433,88.08253086,71.26734443,194.5837251,90.65597515,91.63963734,71.5289326,17.85361294,199.7464596,39.61791239
01/02/1994,77.52547059,65.79154812,66.16582898,60.14952044,84.58643817,93.2766157,92.0864631,104.7377179,54.30707377,36.72978325,185.5827827,40.75246113
01/03/1994,84.14653546,104.5888833,47.14123379,46.31978799,43.08974919,83.95373409,80.16332056,57.71590616,60.23816168,24.28801505,268.8127582,35.93074616
01/04/1994,106.3709982,159.8695006,59.13709631,61.05405736,38.11545467,98.51093304,64.46294637,62.74897897,88.80708149,25.39041672,348.2127802,37.56159639
01/05/1994,110.1581895,160.7677577,57.16944892,55.63052257,45.22162846,88.30716217,82.05215694,46.6624267,82.73033586,32.72748066,277.5694842,108.9354686
01/06/1994,77.08012047,69.77451123,48.01204524,49.78751692,19.04311322,114.543001,86.9582439,38.58514519,70.99118497,33.82792866,201.4422814,187.6639644
01/07/1994,87.78914405,73.57048406,49.95039219,42.67825758,52.68170604,107.1109588,93.65209665,44.03175267,94.92334941,25.73534419,309.5993266,57.10780303
01/08/1994,87.7473441,100.5066393,47.78252131,46.75798384,44.79581763,163.86842,65.17400842,110.4019752,80.28614561,16.83310629,224.7797952,56.0300483
01/09/1994,93.1808571,51.97155066,51.66643854,52.01518905,35.48289368,94.32717198,132.0233528,68.25785316,103.9322083,33.01641211,160.8625417,0
01/10/1994,80.18196315,61.62653467,74.02822814,75.83542901,61.33112082,110.1246547,78.06787984,96.67644056,75.20968915,7.884378321,216.2580729,52.48729384
01/11/1994,116.1364461,126.3685017,111.5743824,116.2319462,147.6710006,147.4601904,122.7934016,154.280619,120.4230868,24.59257194,627.2054709,18.1906479
01/12/1994,87.64626396,86.43605695,78.69251858,83.39336442,73.77374853,81.58955158,70.21951224,62.13862445,92.74016698,58.66804085,362.9744643,111.5887128
01/01/1995,131.6540693,185.1980705,121.8359724,124.1873525,127.8832046,132.2077243,64.0530678,189.5622663,152.8007172,112.1287792,433.5823537,622.0461044
01/02/1995,130.3566806,166.7413204,112.4075109,105.6641596,129.5672274,67.86733843,137.1274339,151.610522,189.9863476,75.95328495,207.1115153,318.359963
01/03/1995,96.35862162,96.29856451,93.91165714,83.88656998,120.0567227,99.2932646,73.51975742,123.3398455,159.4438721,65.97952071,179.9147795,146.4113106
01/04/1995,69.77728369,49.73308923,54.81981337,57.30101823,63.5792602,70.65896206,63.08352171,84.13834539,96.28869928,23.29415087,56.04629469,68.92092419
01/05/1995,63.30757797,39.37144283,50.59415114,51.99925161,46.40057919,49.56865785,56.58934093,56.01835953,73.51548175,15.11131619,114.5283144,50.29896212
01/06/1995,94.5612944,120.1632785,80.00119405,69.31678231,109.3318951,70.43841255,83.52128901,101.5337692,85.65096556,46.44288455,122.9169833,223.2938489
01/07/1995,89.35136289,88.64650384,66.42608928,61.07003589,103.2438149,81.3219999,71.13805902,114.1427653,80.94794875,24.01678659,46.22797908,53.29425197
01/08/1995,45.52693452,35.92119879,33.04507723,26.79850484,44.10648527,45.5979975,35.16635842,63.63518479,61.65952786,7.695105356,72.20698301,17.07576
01/09/1995,53.49117021,32.48447844,55.28647225,54.07656844,54.97198121,50.33596025,41.88150486,87.51615485,60.0155356,7.672616568,22.15260295,17.02585644
01/10/1995,80.55272146,42.06806603,85.65940006,81.51889082,98.42278357,100.2323922,55.56881726,135.0577991,88.98989246,7.176141458,129.4947843,47.77247235
01/11/1995,90.58875285,93.93924263,120.0434446,87.08200999,216.5006895,128.3454325,51.63764332,170.829613,53.61833546,14.79188059,80.07665671,32.82380049
01/12/1995,111.6023127,176.5157021,150.7244268,94.1213411,296.7367539,198.0216556,69.12710408,262.4494549,77.55180163,69.02750833,38.75243572,34.03887165
01/01/1996,116.6893102,138.4709603,154.1692344,119.865796,264.273298,147.2389264,53.97342529,222.6450679,117.9867626,38.65244475,44.63938756,17.15427767
01/02/1996,90.7081012,57.52270373,104.9239181,102.0860436,143.5604931,120.3811842,73.19891254,122.2109199,89.19698337,15.5844894,191.2329727,0
01/03/1996,80.61006604,68.22388146,80.04733286,78.7303722,88.09498783,85.29154496,45.95862189,97.39474985,95.13492828,13.66189038,138.0575331,45.47445757
01/04/1996,62.70352938,29.41227211,73.17057781,66.80397884,81.73255199,82.98756867,57.92519224,91.4901707,62.57074826,7.129797294,66.9024176,15.82131781
01/05/1996,74.73056783,57.68786295,64.95813343,71.74183432,36.2597871,67.76307084,70.91632663,102.9633497,113.0778751,20.43823116,83.59729988,15.1177627
01/06/1996,70.12630217,71.41474328,60.11684866,59.39506381,61.34671053,85.0772478,69.59037303,52.10775038,80.88014138,43.85598042,84.41484618,16.21970854
01/07/1996,64.63349734,92.13380976,34.5504216,35.78221167,25.0292593,54.79550024,31.04262729,55.37550911,52.14217673,7.192323721,51.91471848,0
01/08/1996,70.6064179,42.34075809,80.60094248,87.77949906,67.00859535,100.2270362,64.54104514,154.9109619,112.9426742,34.82353146,60.32611108,15.45497399
01/09/1996,68.01254032,68.95224723,47.78797621,49.70689233,36.52249856,74.0047969,67.94573685,89.54225765,77.60716379,7.136587948,51.5124136,31.67277312
01/10/1996,67.23144302,45.35648661,73.85207136,80.83419151,67.87829338,96.8396743,65.66530872,100.2286017,75.91343534,39.79076703,67.01628866,14.71622884
01/11/1996,62.45230494,31.46277412,74.33302908,76.67105302,81.92902175,141.6526909,56.06221172,149.5471909,71.0902465,6.900489923,89.65483343,15.31247519
01/12/1996,62.99679184,60.65491913,47.96579489,46.32814761,46.92275006,42.44581037,49.10296492,75.57707763,73.79615314,21.4894294,118.919409,15.89531363
01/01/1997,68.9113208,53.13118401,85.09770306,83.41758656,86.27217377,89.18956793,55.22548045,160.8836963,53.17033452,20.39249932,44.15836531,0
01/02/1997,64.54440055,19.42384295,58.86348707,58.75018676,79.11356643,72.70123017,58.14570686,136.7372677,64.17435989,28.62775848,98.15269557,0
01/03/1997,61.01566954,60.95910064,35.76176931,39.15313179,23.51204681,52.6654572,55.08169838,54.58760986,42.60812875,25.52396111,50.6642998,28.31936757
01/04/1997,56.85521212,65.53338005,37.66068127,40.70350455,17.65332766,39.30832881,41.26290379,47.29095999,46.826472,13.26732524,67.03516653,73.60187132
01/05/1997,74.99195665,75.03735614,70.05714063,72.3113421,62.15179239,68.35481673,52.48270988,93.9465568,67.78365357,6.459902304,139.8841414,28.66958574
01/06/1997,75.94349581,54.07790851,62.08396321,58.27914328,58.66895743,46.21174601,51.97455841,68.10547345,119.7714734,81.88615453,68.95702922,45.42719877
01/07/1997,57.1136192,24.04670856,46.85554604,51.08278607,41.09279799,76.17533591,48.32934199,57.2427652,67.3510508,6.922099944,89.93560231,30.72085745
01/08/1997,66.42318316,75.88222824,64.4428606,62.3746508,55.87231763,50.71759481,43.94370302,79.72912759,82.55296403,6.6570678,134.5433659,103.4061794
01/09/1997,47.76498995,16.57450987,42.51751993,46.78543716,27.17721236,42.14436223,26.12264109,81.39509971,60.78866897,6.638119441,114.9946355,14.73026414
01/10/1997,72.45949887,80.45110452,46.86519612,48.35287713,21.13893753,37.27996973,30.07317756,76.2152366,73.00981836,42.52089765,100.8447973,283.0669405
01/11/1997,78.51168233,53.72140119,51.92206763,57.01896001,26.31168468,29.92158948,66.89797779,32.98724583,68.66148179,38.56026953,180.9150491,313.7451082
01/12/1997,61.67232735,59.10262712,47.74205257,51.66913682,13.42736353,40.25613391,42.46600442,46.76119998,81.34120246,59.03416255,66.28422913,858.7729986
01/01/1998,107.5783743,120.8020118,88.90591978,94.38953112,129.6051226,139.4015223,68.19408963,202.425324,117.1290687,63.95244057,69.24200879,1490.08792
01/02/1998,84.99236179,137.3872052,61.08514742,62.96170018,64.08444089,63.43231691,54.96023434,129.1571776,50.83012966,33.30388485,43.27017765,1492.834756
01/03/1998,69.38604828,54.35452969,88.93704807,90.44539372,58.56791282,50.45704591,35.56287353,83.28551618,60.26995457,29.80290954,38.72152442,383.576622
01/04/1998,67.67870712,56.65689446,69.71082747,73.23370426,43.43853314,50.97603317,53.14675646,86.67706328,44.86046474,11.47026821,74.51391112,381.7950594
01/05/1998,64.06512808,60.9189276,46.11380867,44.02819494,41.99622673,25.53904595,65.10746076,30.97125126,65.61644464,18.10184157,108.88368,415.0770015
01/06/1998,65.60018174,58.82242092,70.4250657,77.02026494,21.12738006,66.89059535,36.02954819,93.81034433,41.84186788,19.35160841,55.87252975,458.0482864
01/07/1998,66.03146586,83.19637325,59.46769809,67.22145393,19.44788318,30.82848858,44.2205607,39.73366726,48.33342308,63.33608698,45.71645066,758.9452726
01/08/1998,115.5147302,146.0987999,60.52774251,63.6905597,42.88316007,41.64643722,105.5661333,65.16737592,67.82149406,44.43662142,41.23887202,802.9404168
01/09/1998,149.5518044,239.2139406,104.249081,107.5966508,102.7448094,94.5610351,110.3353965,200.7237538,79.40748395,30.60456372,66.27179358,923.6141403
01/10/1998,112.1464394,157.4840303,98.10410959,103.7112399,86.51602901,78.56362855,59.45100323,114.0033963,79.54157799,22.84520184,74.20425174,342.1875815
01/11/1998,95.782708,148.7490797,57.80821206,60.82892288,31.02758048,56.45519317,48.48740359,77.7992316,62.46088688,24.25146862,74.3957713,174.8988189
01/12/1998,82.45076375,87.63404598,55.1113331,57.59503403,21.77680328,63.56671419,53.22313923,117.7725379,63.2743308,43.80396233,67.7529006,166.6334073
01/01/1999,87.77779816,109.7778719,114.7834332,119.2840386,98.57290751,128.65666,62.65589089,235.1489471,76.93941271,54.17266979,69.51507401,400.7047187
01/02/1999,62.55172892,37.1589174,50.27196516,51.69566246,36.28566421,77.61249572,50.4348709,115.0365654,51.3093178,18.33700842,75.00279157,67.81764521
01/03/1999,54.81170068,49.21654488,45.07001322,48.59393209,20.37191373,36.27140146,37.89950699,52.02692461,50.62989715,16.58634629,119.7214602,49.07439304
01/04/1999,47.56157168,34.72728771,46.15798548,50.2572444,35.61391822,27.31676197,47.73240791,38.40822142,44.96906296,22.44854538,52.6614536,199.2570371
01/05/1999,48.31810249,30.15064845,29.10928528,29.93773342,20.46733092,15.28183048,55.00013892,30.09519759,44.50865609,27.77338797,24.0564414,98.60849161
01/06/1999,50.56334961,58.49943254,43.96254502,47.62784185,29.09266837,56.3933829,37.58571328,57.41245572,36.15170442,29.60823161,59.84002655,39.42114113
01/07/1999,70.32283475,89.19775326,77.87356973,84.79380535,137.945018,153.8684573,57.77931269,198.9015044,28.19341357,5.911141004,51.20045755,78.70241182
01/08/1999,52.9488341,77.38758338,44.77192533,50.05158171,47.07297482,48.66480236,35.75923431,67.21255455,47.16138967,22.99544377,49.79483833,63.78481204
01/09/1999,57.72179647,64.48694182,30.34825299,30.31079477,24.55386089,59.22974942,46.40459083,48.86260792,46.85710322,45.6941532,37.1051706,88.7225792
01/10/1999,53.87392133,64.1780985,36.55544106,34.27002339,32.12859325,43.17957683,40.511728,40.27996751,38.92615855,15.69501954,45.31511942,69.65580703
